0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,output
0.002419674237869784,0.003374808805449962,0.012735127567735706,0.9997075140672529,0.019102691351603557,0.0,0.0,0.0,0.006367563783867853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0030520264583475103,0.0032809284427235733,0.01907516536467194,0.9995386651088096,0.022890198437606327,0.0,0.0,0.0,0.0,0.003815033072934388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0004042293538209563,0.0032338348305676503,0.025723686152242672,0.999548947630001,0.014699249229852955,0.0,0.0,0.0,0.0,0.003674812307463239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003227003878154046,0.0038992963527694725,0.022409749153847542,0.9994748122616004,0.022409749153847542,0.0,0.0,0.0,0.004481949830769509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.002326381232971502,0.003269508759851841,0.01257503369173785,0.999715178493159,0.018862550537606774,0.0,0.0,0.0,0.006287516845868925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0026789136891830633,0.003266967913637882,0.013067871654551528,0.999692181573192,0.019601807481827292,0.0,0.0,0.0,0.006533935827275764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0004046805611545062,0.0031160403208896977,0.02428083366927037,0.9995609860516302,0.016187222446180247,0.0,0.0,0.0,0.004046805611545062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0035507325356758795,0.003280568103613584,0.019297459433021084,0.9996083986304921,0.019297459433021084,0.0,0.0,0.0,0.0038594918866042167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003971125747838255,0.0044619390425148925,0.022309695212574462,0.9994743455233359,0.022309695212574462,0.0,0.0,0.0,0.0044619390425148925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.002956686717724301,0.0037310570485568567,0.014079460560591912,0.9996416998020257,0.021119190840887866,0.0,0.0,0.0,0.007039730280295956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0033320086455873904,0.003998410374704869,0.014808927313721736,0.9996025936762172,0.022213390970582603,0.0,0.0,0.0,0.007404463656860868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0003605517475236985,0.002654971959038144,0.0196664589558381,0.9997116635884368,0.013110972637225401,0.0,0.0,0.0,0.0032777431593063503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0035883168300128174,0.003930061290014038,0.017087223000061037,0.9996025455035706,0.021359028750076295,0.0,0.0,0.0,0.004271805750015259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0027693556514462917,0.003714989288525514,0.013509051958274594,0.99966984491232,0.020263577937411893,0.0,0.0,0.0,0.006754525979137297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0026267267557124195,0.004086019397774875,0.014592926420624553,0.9996154598127819,0.02188938963093683,0.0,0.0,0.0,0.007296463210312277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0026564051763024892,0.0037748915663245904,0.01398107987527626,0.9996472110822526,0.02097161981291439,0.0,0.0,0.0,0.00699053993763813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0028117080336126513,0.002936672835106547,0.01249648014938956,0.9997184119511648,0.01874472022408434,0.0,0.0,0.0,0.00624824007469478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003057540395777994,0.0038807243484874536,0.015679694337323045,0.9995805140043441,0.023519541505984568,0.0,0.0,0.0,0.003919923584330761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.002811596118294311,0.003186475600733552,0.012495982747974714,0.9996786198379771,0.018743974121962072,0.006247991373987357,0.006247991373987357,0.0,0.006247991373987357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0028996574701371817,0.0033956515110816995,0.019076693882481458,0.9996187594420284,0.019076693882481458,0.0,0.0,0.0,0.003815338776496292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0003899392850232429,0.002942269150629924,0.02126941554672234,0.99966253069595,0.01417961036448156,0.0,0.0,0.0,0.00354490259112039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0025841703222629487,0.0037402465190647946,0.013600896432962889,0.9996658878227723,0.020401344649444333,0.0,0.0,0.0,0.0068004482164814445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.00029596631862683595,0.003124088918838824,0.019731087908455732,0.9997084540284238,0.013154058605637155,0.0,0.0,0.0,0.0032885146514092887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003308108294741441,0.004099177669570916,0.01438307954235409,0.9996240281936093,0.021574619313531135,0.0,0.0,0.0,0.007191539771177045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0025309136479158357,0.0033534605834884823,0.012654568239579177,0.999710890926755,0.018981852359368768,0.0,0.0,0.0,0.006327284119789589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0036760342747330344,0.003799945542420665,0.020651877947938397,0.9995508926802184,0.020651877947938397,0.0,0.0,0.0,0.004130375589587679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003429658799913225,0.0036387843364932997,0.016730042926405977,0.9996200648527571,0.020912553658007472,0.0,0.0,0.0,0.004182510731601494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.002961793094779208,0.0036281965411045294,0.014808965473896037,0.9996051694879826,0.022213448210844058,0.0,0.0,0.0,0.007404482736948019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.003201622667049339,0.0035920644557138927,0.01561767154658214,0.999530978981257,0.02342650731987321,0.0,0.0,0.0,0.00780883577329107,0.0,0.0,0.0,0.00780883577329107,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0028775169918655733,0.003786206568244175,0.0151448262729767,0.9995585340164622,0.022717239409465052,0.0,0.0,0.0,0.00757241313648835,0.0,0.0,0.0,0.00757241313648835,0.0,0.0,0.0,0.0,0.0,0.0,1
